Description,Qty,Total Amount,all_nan,Branch,Division,Group
ADD BANANA SAUCE SMALL,31.0,983.81,False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD BANANA SAUCE MEDIUM,51.0,"1,613.81",False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD BANANA SAUCE LARGE,6.0,393.39,False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE SMALL,61.0,"2,033.33",False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE MEDIUM,69.0,"2,303.33",False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD RASPBERRY SAUCE LARGE,26.0,"1,746.67",False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD MATCHA SMALL,5.0,225.23,False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD MATCHA MEDIUM,1.0,54.05,False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
ADD MATCHA LARGE,3.0,186.19,False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
Total by Group: ADD SYRUP,32117.0,"1,084,265.56",False,Stories - Bir Hasan,COLD BAR SECTION,ADD SYRUP
REPLACE ALMOND SMALL,453.0,"43,617.64",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE ALMOND MEDIUM,632.0,"78,077.59",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE COCONUT SMALL,584.0,"55,127.46",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE COCONUT MEDIUM,681.0,"67,769.68",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK SMALL,2445.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK MEDIUM,3421.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE SMALL,2697.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE MEDIUM,3069.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT MEDIUM,234.0,"31,192.07",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT SMALL,174.0,"16,846.67",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA SMALL,65.0,"6,568.02",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA MEDIUM,56.0,"7,646.73",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND SMALL,178.0,"18,034.32",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND MEDIUM,218.0,"29,540.90",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE ALMOND LARGE,197.0,"29,879.28",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE COCONUT LARGE,226.0,"23,896.12",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE LACTOSE FREE LARGE,635.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SKIMMED MILK LARGE,913.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE ALMOND LARGE,86.0,"14,423.57",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE OAT LARGE,60.0,"9,991.59",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
REPLACE SUGAR FREE SOYA LARGE,17.0,"2,870.12",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
ADD FULL FAT MILK,23.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
ADD SKIMMED MILK,4.0,0.00,False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
Total by Group: REPLACE,17068.0,"435,481.77",False,Stories - Bir Hasan,COLD BAR SECTION,REPLACE
Total by Division: COLD BAR SECTION,85931.0,"10,489,924.12",False,Stories - Bir Hasan,COLD BAR SECTION,
WATER,14487.0,"544,524.16",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
ORANGE JUICE,428.0,"72,347.00",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
LEMON JUICE,164.0,"27,747.90",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
MAWARDI JUICE,79.0,"13,323.42",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
APPLE JUICE,105.0,"17,692.49",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
POMEGRANATE JUICE,108.0,"18,200.15",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO CLEMENTINE 330ML/24,270.0,"45,398.05",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO GLASS 250ML/24,1743.0,"237,449.85",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
SAN BENEDETTO LEMON 330ML/24,199.0,"33,522.67",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
RIM SPARKLING WATER-250 ML,677.0,"44,543.64",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Group: SOFT DRINKS,18260.0,"1,054,749.33",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,SOFT DRINKS
Total by Division: GRAB&GO BEVERAGES,18260.0,"1,054,749.33",False,Stories - Bir Hasan,GRAB&GO BEVERAGES,
DOUBLE CHOCOLATE MUFFIN,345.0,"71,166.55",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
ORANGE CAKE,94.0,"28,590.00",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
RED VELVET CAKE,169.0,"51,721.02",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
BROWNIES CAKE,986.0,"158,524.63",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
LAZY CAKE,637.0,"205,562.19",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY CHEESE CAKE,257.0,"93,734.83",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
FRAMBOISE CHEESE CAKE,164.0,"59,987.09",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
LOTUS CHEESE CAKE,193.0,"70,940.54",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE MUFFIN,9.0,"1,800.36",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
CARROT CAKE,203.0,"59,086.22",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
BLUEBERRY MUFFIN,209.0,"43,128.59",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
APRICOT SABLE,71.0,"16,953.78",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
CHOCOLATE SABLE,262.0,"62,853.81",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
RED VELVET MUFFIN_,43.0,"8,801.32",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
Total by Group: COFFEE PASTRY,3642.0,"932,850.93",False,Stories - Bir Hasan,COFFEE PASTRY,COFFEE PASTRY
Total by Division: COFFEE PASTRY,3642.0,"932,850.93",False,Stories - Bir Hasan,COFFEE PASTRY,
CHEESE CROISSANT,851.0,"179,518.50",False,Stories - Bir Hasan,CROISSANT,CROISSANT
THYME CROISSANT,286.0,"55,614.41",False,Stories - Bir Hasan,CROISSANT,CROISSANT
PLAIN CROISSANT,138.0,"26,375.68",False,Stories - Bir Hasan,CROISSANT,CROISSANT
CHOCOLATE CROISSANT,677.0,"146,277.54",False,Stories - Bir Hasan,CROISSANT,CROISSANT
OLIVE CROISSANT,1.0,200.00,False,Stories - Bir Hasan,CROISSANT,CROISSANT
Total by Group: CROISSANT,1953.0,"407,986.13",False,Stories - Bir Hasan,CROISSANT,CROISSANT
Total by Division: CROISSANT,1953.0,"407,986.13",False,Stories - Bir Hasan,CROISSANT,
NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,618.0,"201,045.95",False,Stories - Bir Hasan,COOKIES,COOKIES
NY STYLE COOKIE - DOUBLE CHOCOLATE,182.0,"58,368.47",False,Stories - Bir Hasan,COOKIES,COOKIES
Total by Group: COOKIES,800.0,"259,414.41",False,Stories - Bir Hasan,COOKIES,COOKIES
Total by Division: COOKIES,800.0,"259,414.41",False,Stories - Bir Hasan,COOKIES,
FONDANT AU CHOCOLAT,284.0,"100,867.57",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
ECLAIR ORIGINAL,299.0,"76,690.90",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CHOCOLAT,236.0,"59,727.30",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS ORIGINAL ECLAIR,150.0,"37,811.89",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
ECLAIR CARAMEL,158.0,"39,838.83",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
MACARONS,294.0,"79,169.37",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
CHOCOLATE SALTED CAKE,206.0,"66,242.91",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
ECLAIR COFFEE,19.0,"5,216.22",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
CHRISTMAS PISTACHIO ECLAIR,5.0,"1,837.84",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
Total by Group: FRENCH PASTRY,1651.0,"467,402.82",False,Stories - Bir Hasan,FRENCH PASTRY,FRENCH PASTRY
Total by Division: FRENCH PASTRY,1651.0,"467,402.82",False,Stories - Bir Hasan,FRENCH PASTRY,
GUMMY BEARS COMBO,2912.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA COMBO,2884.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
WAFER ROLL COMBO,2419.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
MARSHMALLOW COMBO,3840.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
BROWNIES COMBO,3269.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
LOTUS BISCUIT COMBO,2940.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
CHOCOLATE CHIPS COMBO,3494.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
OREO COMBO,2711.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
SPRINKLES COMBO,1836.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
MIXED NUTS COMBO,1173.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
OATS COMBO,308.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
STRAWBERRY COMBO,10165.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
PINEAPPLE COMBO,4537.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
MANGO COMBO,7535.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
HONEY COMBO,108.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
BLUEBERRIES COMBO,5825.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
Total by Group: COMBO TOPPINGS,55956.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,COMBO TOPPINGS
GRANOLLA,154.0,"10,473.03",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
WAFER ROLL,99.0,"6,977.24",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
MARSHMALLOW,289.0,"20,012.79",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
BROWNIES,191.0,"12,911.29",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
LOTUS BISCUITS,185.0,"12,979.10",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
OREO,274.0,"19,181.62",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
SPRINKLES,129.0,"9,044.86",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
OATS,40.0,"2,743.12",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
CHOCOLATE CHIPS,443.0,"32,074.77",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
MIXED NUTS,64.0,"4,370.15",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
GUMMY BEARS,152.0,"10,670.21",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
STRAWBERRY,592.0,"43,572.07",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
PINEAPPLE,233.0,"16,137.54",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
MANGO,399.0,"29,660.00",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
HONEY,75.0,"5,355.68",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
BLUEBERRIES,602.0,"43,408.83",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
Total by Group: TOPPINGS,3921.0,"279,572.31",False,Stories - Bir Hasan,FROZEN YOGHURT,TOPPINGS
PISTACHIO CRUNCH,1140.0,"120,291.50",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE QUELLA CRUNCH,149.0,"15,500.84",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE CRUNCH,1372.0,"146,077.93",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
VARIEGATO WAFER,64.5,"6,759.10",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CHOCOLATE QUELLA,527.5,"55,619.91",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CRUMBOLE RED BERRIES,59.0,"6,041.02",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CRUMBOLE PISTACHIO,81.0,"8,188.35",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
ARABESCHI COCCO SNAK,4.0,380.18,False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
CRUMBLE LEMON,16.0,"1,629.43",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
VARIEGATO WAFER PISTACHIO,39.0,"4,342.34",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
Total by Group: LUXURY TOPPINGS,3452.0,"364,830.60",False,Stories - Bir Hasan,FROZEN YOGHURT,LUXURY TOPPINGS
ORIGINAL YOGHURT SMALL,340.0,"109,480.12",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT MEDIUM,178.5,"64,137.27",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT X-LARGE,4.5,"2,229.73",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO SMALL,2858.1,"991,199.31",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO MEDIUM,1436.5,"600,877.40",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
ORIGINAL YOGHURT COMBO X-LARGE,309.0,"172,412.84",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT SMALL,85.0,"27,048.09",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT MEDIUM,42.5,"15,257.39",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT X-LARGE,1.0,466.67,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO SMALL,948.6,"321,820.00",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO MEDIUM,435.0,"179,058.83",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
CHOCOLATE YOGHURT COMBO X-LARGE,78.5,"44,457.39",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
OREO CREAM YOGHURT SMALL,1.0,330.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
OREO CREAM YOGHURT MEDIUM,0.5,165.17,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT SMALL,266.5,"85,722.60",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO SMALL,3339.25,"1,113,476.88",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT MEDIUM,90.0,"32,253.15",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO MEDIUM,1729.7,"717,999.40",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT X-LARGE,8.0,"3,906.31",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
MANGO YOGHURT COMBO X-LARGE,293.1,"162,980.10",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT SMALL,6.0,"2,490.00",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO SMALL,37.0,"14,218.33",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO MEDIUM,9.5,"4,760.00",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
PISTACHIO YOGHURT COMBO X-LARGE,2.5,"1,693.33",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT SMALL,24.0,"7,696.59",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT MEDIUM,18.5,"6,523.33",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO SMALL,475.0,"147,658.20",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO MEDIUM,241.0,"98,694.65",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS YOGHURT COMBO X-LARGE,42.5,"23,935.98",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT SMALL,21.5,"6,800.63",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO SMALL,215.75,"67,476.67",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO MEDIUM,87.0,"34,925.00",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT MEDIUM,2.5,866.67,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
POMEGRANATE YOGHURT COMBO X-LARGE,13.5,"7,113.33",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP MANGO,180.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP CHOCOLATE,127.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP OREO,3.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP POMEGRANATE,6.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP SPECULOSE LOTUS,23.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP ORIGINAL YOUGHURT,207.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT SMALL,95.5,"30,848.21",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO SMALL,1332.8,"445,925.35",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT MEDIUM,34.5,"12,414.26",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO MEDIUM,684.1,"286,197.39",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT X-LARGE,3.5,"1,734.23",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
BLUEBERRY YOGHURT COMBO X-LARGE,120.0,"68,218.65",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP BLUEBERRY,75.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP PISTACHIO,11.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO MEDIUM,153.0,"63,692.19",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO SMALL,351.5,"112,378.38",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT COMBO X-LARGE,47.5,"26,214.71",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT MEDIUM,4.0,"1,453.45",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT SMALL,23.0,"7,477.48",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
LOTUS SPREAD YOGHURT X-LARGE,1.0,495.50,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
TASTING CUP LOTUS SPREAD,71.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
Total by Group: FROZEN YOGHURT,17194.9,"6,127,181.16",False,Stories - Bir Hasan,FROZEN YOGHURT,FROZEN YOGHURT
RICOTTA YOGHURT SMALL,7.0,"2,130.00",False,Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT COMBO SMALL,11.5,"3,866.67",False,Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT
RICOTTA YOGHURT COMBO MEDIUM,3.0,"1,200.00",False,Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT
TASTING CUP RICOTTA,9.0,0.00,False,Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT
Total by Group: SPECIALTY YOGHURT,30.5,"7,196.67",False,Stories - Bir Hasan,FROZEN YOGHURT,SPECIALTY YOGHURT
Total by Division: FROZEN YOGHURT,80554.4000000000,"6,778,780.74",False,Stories - Bir Hasan,FROZEN YOGHURT,
KIBBEB B LABAN,42.0,"26,486.49",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
FREEKEH WITH CHICKEN,36.0,"22,891.89",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
LASAGNA,44.0,"27,747.75",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
ORIENTAL RICE,36.0,"22,765.77",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
SHAKRIYEH,24.0,"15,198.20",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
SHISH BARAK,38.0,"23,963.96",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
CHICKEN ALFREDO PASTA,54.0,"34,054.05",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
CHICKEN STROGANOFF,45.0,"28,378.38",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
KOUSA BE LABAN,4.0,"2,522.52",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
SPAGHETTI BOLOGNESE,14.0,"8,828.83",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
VEGETARIAN GRAPE LEAVES,93.0,"58,648.65",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
ROASTED CHICKEN,16.0,"10,090.09",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
NOUILLE,9.0,"5,801.80",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
BUTTER CHICKEN,23.0,"14,504.50",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
POTATO SOUFFLE,7.0,"4,414.41",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
Baked Falafel,1.0,630.63,False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
B.B.Q CHICKEN,8.0,"5,045.05",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
Total by Group: PLAT DU JOUR,494.0,"311,972.97",False,Stories - Bir Hasan,PLAT DE JOUR,PLAT DU JOUR
Total by Division: PLAT DE JOUR,494.0,"311,972.97",False,Stories - Bir Hasan,PLAT DE JOUR,
TUNA SUB,577.0,"206,452.82",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
VEGGIE SUB,1578.0,"13,406.61",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
TURKEY & CHEESE SUB,1272.5,"478,477.96",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
CHICKEN TERIAKI SUB,1.0,366.67,False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN TERIAKI SUB,2.0,720.72,False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN TUNA SUB,396.0,"156,116.40",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN TURKEY & CHEESE SUB,611.0,"247,360.48",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN VEGGIE SUB,2.0,800.00,False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
PESTO HALLOUMI SUB,575.5,"171,438.38",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
LABNEH SUB,476.0,"67,393.87",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN LABNEH SUB,164.0,"48,182.70",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN PESTO HALLOUMI SUB,477.0,"160,888.59",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
BROWN CHICKEN CAESAR SANDWICH,148.0,"72,143.69",False,Stories - Bir Hasan,SANDWICHES,SUB SANDWICHES
